Video,CellID,Subtype,StartFrame,EndFrame,StartTimeSec,EndTimeSec,DurationSec,CompletionStatus,MeanChangeScore,StableFramesRequired,ChangeThreshold,MinDurationSec,EndpointSubtypeProb
V1,181.0,final_sickled,308,309.0,77.0,77.25,0.25,completed,0.013932731317860698,6,0.05,0,0.6361933350563049
V1,182.0,final_sickled,138,139.0,34.5,34.75,0.25,completed,0.013975080766249448,6,0.05,0,0.8371025323867798
V1,183.0,final_sickled,224,225.0,56.0,56.25,0.25,completed,0.025086231008754113,6,0.05,0,0.7966273427009583
V1,185.0,final_sickled,132,139.0,33.0,34.75,1.75,completed,0.03245890356314097,6,0.05,0,0.6416479349136353
V1,186.0,semi_sickled,233,234.0,58.25,58.5,0.25,completed,0.010343285468115937,6,0.05,0,0.6296340227127075
V1,191.0,semi_sickled,272,273.0,68.0,68.25,0.25,completed,0.009725384691652532,6,0.05,0,0.8229513168334961
V1,192.0,semi_sickled,248,257.0,62.0,64.25,2.25,completed,0.034139037857884046,6,0.05,0,0.6619600057601929
V1,193.0,final_sickled,172,174.0,43.0,43.5,0.5,completed,0.03083536108357033,6,0.05,0,0.6667460203170776
V1,194.0,final_sickled,218,219.0,54.5,54.75,0.25,completed,0.017273219923178356,6,0.05,0,0.794246256351471
V1,195.0,semi_sickled,251,261.0,62.75,65.25,2.5,completed,0.03317601018594966,6,0.05,0,0.6493344306945801
V1,196.0,final_sickled,156,157.0,39.0,39.25,0.25,completed,0.006181281441240571,6,0.05,0,0.9655376672744751
V1,197.0,semi_sickled,255,256.0,63.75,64.0,0.25,completed,0.015779944201737332,6,0.05,0,0.7765957117080688
V1,200.0,semi_sickled,223,224.0,55.75,56.0,0.25,completed,0.014422274241708994,6,0.05,0,0.7901817560195923
V1,201.0,semi_sickled,194,195.0,48.5,48.75,0.25,completed,0.012358674285739349,6,0.05,0,0.846731960773468
V1,203.0,semi_sickled,283,284.0,70.75,71.0,0.25,completed,0.018200349558416446,6,0.05,0,0.7131668329238892
V1,204.0,final_sickled,156,157.0,39.0,39.25,0.25,completed,0.019456310376214484,6,0.05,0,0.8288347125053406
V1,205.0,final_sickled,473,474.0,118.25,118.5,0.25,completed,0.012044336964027026,6,0.05,0,0.6937110424041748
V1,206.0,final_sickled,165,166.0,41.25,41.5,0.25,completed,0.012309202663648952,6,0.05,0,0.912697970867157
V1,207.0,semi_sickled,240,241.0,60.0,60.25,0.25,completed,0.0191572639256871,6,0.05,0,0.7628083229064941
V1,209.0,final_sickled,222,223.0,55.5,55.75,0.25,completed,0.011217842534339675,6,0.05,0,0.5102180242538452
V1,211.0,final_sickled,117,118.0,29.25,29.5,0.25,completed,0.014227836604792779,6,0.05,0,0.8040479421615601
V1,213.0,final_sickled,239,240.0,59.75,60.0,0.25,completed,0.016210182588353442,6,0.05,0,0.6553744077682495
V1,214.0,semi_sickled,296,297.0,74.0,74.25,0.25,completed,0.011165413040725979,6,0.05,0,0.582654595375061
V1,215.0,semi_sickled,399,400.0,99.75,100.0,0.25,completed,0.035565595642159074,6,0.05,0,0.7546163201332092
V1,217.0,semi_sickled,209,213.0,52.25,53.25,1.0,completed,0.02239208608839868,6,0.05,0,0.7893654108047485
V1,219.0,semi_sickled,288,289.0,72.0,72.25,0.25,completed,0.009258784519786586,6,0.05,0,0.5062597990036011
V1,222.0,final_sickled,98,99.0,24.5,24.75,0.25,completed,0.011328566618127901,6,0.05,0,0.9581697583198547
V1,223.0,final_sickled,107,119.0,26.75,29.75,3.0,completed,0.07268237961025285,6,0.05,0,0.9184331893920898
V1,224.0,final_sickled,182,183.0,45.5,45.75,0.25,completed,0.013107873836027769,6,0.05,0,0.820360004901886
V1,225.0,final_sickled,86,87.0,21.5,21.75,0.25,completed,0.011814155923881723,6,0.05,0,0.9470199346542358
V1,226.0,semi_sickled,303,304.0,75.75,76.0,0.25,completed,0.01631303146520319,6,0.05,0,0.7821587324142456
V1,228.0,final_sickled,107,108.0,26.75,27.0,0.25,completed,0.008784524325164966,6,0.05,0,0.9535752534866333
V1,229.0,final_sickled,228,231.0,57.0,57.75,0.75,completed,0.029611458751787723,6,0.05,0,0.526208221912384
V1,230.0,final_sickled,150,161.0,37.5,40.25,2.75,completed,0.04494262943062495,6,0.05,0,0.6273988485336304
V1,231.0,semi_sickled,386,389.0,96.5,97.25,0.75,completed,0.026283084128954217,6,0.05,0,0.7919285893440247
V1,233.0,semi_sickled,214,221.0,53.5,55.25,1.75,completed,0.03323235593901094,6,0.05,0,0.5338221788406372
V1,234.0,semi_sickled,121,125.0,30.25,31.25,1.0,completed,0.028848211824596445,6,0.05,0,0.6120396852493286
V1,236.0,final_sickled,239,240.0,59.75,60.0,0.25,completed,0.024335507884582813,6,0.05,0,0.6494994163513184
V1,237.0,final_sickled,168,169.0,42.0,42.25,0.25,completed,0.011303397950784227,6,0.05,0,0.5659328699111938
V1,238.0,semi_sickled,246,250.0,61.5,62.5,1.0,completed,0.020268046914034676,6,0.05,0,0.9090739488601685
